question,answer_llm,answer_orig,document
"What can cause my homework result to differ slightly from the answer choices, even if my approach is right?","Small differences can come from:

- slightly different filtering
- different dataset versions
- floating-point or rounding differences
- different model/provider behavior

If your numeric answer is close to one of the options, choose the closest option. If it’s far from all options, re-check the question, dataset version, and GitHub homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
How do I know whether a mismatch is just due to rounding or a real mistake in my homework solution?,"Small differences can come from rounding, filtering, dataset versions, or model/provider behavior.

A good rule is:

- If your number is **close to one of the options**, it’s probably just rounding or a small implementation difference, so pick the **closest option**.
- If your answer is **far from every option**, then it’s more likely a real mistake, so re-check the question, dataset version, and homework instructions.

If you want, I can also help you compare your result against the options.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"If my result is nowhere near any of the listed options, what should I check first in the homework instructions or dataset?","First check the **homework instructions on GitHub**, and also verify the **dataset version** you’re using.

If your result is far from all options, the context says to re-check:
- the **question wording**
- the **dataset version**
- the **GitHub homework instructions**

So the first place to look is the **GitHub homework instructions**, then confirm you’re on the correct dataset version.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"Where should I look first when the homework wording is confusing, the course page or the GitHub instructions?","Look at the GitHub homework instructions first, not only the course page.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For Module 1 in the 2026 cohort, which links do I need to open to see the homework materials and the assignment details?","Open these two links for Module 1 in the 2026 cohort:

- **Module 1 cohort materials:** https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag  
- **Module 1 homework instructions:** https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Why does the homework sometimes feel different from the lesson, even though it seems based on the same topic?","The homework often uses the same idea as the lesson, but applies it in a slightly different way — for example, with a different dataset or a different workflow. So it can feel different even though it’s based on the same topic.

Also, the homework may still change until it is fully ready.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"If I still don't understand the homework after reading the instructions, what's the best way to ask for help in Slack?","Ask in Slack and include the code or command output as text, not a screenshot. Also follow the asking questions guidelines.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"When I post a question about homework in Slack, should I paste the code or command results as text instead of uploading a screenshot?","Yes — paste the code or command output as text in Slack, not a screenshot.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For the Module 1 homework, if I’m not using OpenAI, where am I supposed to read the token count from in the response?","For Module 1 homework, if you’re using a non-OpenAI provider, read the token count from the **model response object’s usage fields**.

Examples:
- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

Use whichever field your provider exposes. If the provider doesn’t expose token usage, use that provider’s **native tokenizer** as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"When I call a different LLM provider for Module 1, can I still use tiktoken or cl100k_base to estimate tokens, or do I need something else?","For **Module 1 homework**, **don’t use `tiktoken` or `cl100k_base` as a generic tokenizer** if you’re calling a different LLM provider.

Use the **token counts from the model response object** instead:
- e.g. `response.usage.input_tokens`
- or `response.usage.prompt_tokens`

If your provider doesn’t return usage info, use that provider’s **native tokenizer** as an approximation.

So the short answer is: **you need something else, provider-specific, not `tiktoken`/`cl100k_base` for all models.**","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
My provider isn’t OpenAI-compatible — what should I check in the response object to find usage or prompt token info for the homework?,"Check the provider’s own usage fields on the response object — typically something like:

- `response.usage.prompt_tokens`
- `response.usage.input_tokens`

and sometimes also total/output token fields like `response.usage.total_tokens`.

If your provider doesn’t expose usage, use that provider’s native tokenizer as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"If a model API doesn’t give me token usage at all, what’s the recommended way to estimate the count for Module 1?","If the provider doesn’t expose token usage, use that provider’s **native tokenizer as an approximation**.  
For Module 1, **do not use `tiktoken` or `cl100k_base` as a generic fallback** for other providers.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the multiple-choice questions in the homework, if my token count is approximate because of the provider, should I just pick the nearest answer?","Yes — if your token count is approximate, you should pick the closest multiple-choice option.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why is my homework link getting rejected with a 500 or other non-200 error, and what should I check first?","First check whether the URL is publicly reachable as-is.

A non-200 error usually means one of these:
- the repo is **private**
- the URL has a **trailing `.git`** and should be the plain repo URL
- there’s a **typo** in the link

Quick test: open the submitted link in a **private/incognito browser window**. If it doesn’t load there, the checker won’t be able to access it either.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Do I need to make my GitHub repo public for the submission checker to access it?,"Yes — for the submission checker to access it, your GitHub repo should be public.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Should I submit the repository URL with `.git` at the end, or just the normal GitHub link?","Submit the **plain repository URL** — **don’t** add `.git` at the end.

For example, use:

`https://github.com/you/repo`

not:

`https://github.com/you/repo.git`","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I quickly verify that my homework repo URL is reachable from the checker’s side?,"A quick test is to open the repo URL in a **private/incognito browser window**. If it loads there, it should be reachable from the checker’s side too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What are the most common reasons a homework submission URL doesn’t return HTTP 200?,"The most common reasons are:

- The repository is **private** and not publicly reachable.
- You included a **trailing `.git`** in the URL; submit the plain repo URL instead.
- There is a **typo** in the URL.

A quick check: open the URL in an **incognito/private browser window**. If it loads there, the checker should be able to access it too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"What exactly are embeddings in vector search, and why do we convert non-numerical data into numbers this way?","Embeddings are a way to turn non-numerical data, like text, into numbers while preserving meaning and context.

Why do this?
- Computers can do mathematical operations on numbers.
- If two pieces of text mean something similar, their embeddings should be close together in vector space.
- That makes it possible to measure semantic similarity using methods like cosine similarity or dot product search.

So in vector search, embeddings let us compare texts by meaning rather than just by exact words.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings keep meaning and context when turning text or other data into numerical values?,"Embeddings keep meaning and context by converting non-numerical data into numerical data in a way that preserves similarity: when similar text or data is input, the embedding algorithm produces similar vectors. That way, the numerical values stay close together for related meanings, which makes semantic similarity possible.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"If two pieces of input are similar, should their embeddings also be similar, and how does that help compare them?","Yes. If two pieces of input are similar, their embeddings should also be similar.

This helps because embeddings turn meaning into points in a vector space, so similar inputs end up close together numerically. Then you can compare them using similarity measures like cosine similarity, which checks how aligned two vectors are.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why does proximity in embedding values make semantic similarity calculations possible?,"Because embeddings map similar meanings to nearby points in a vector space. If two items are semantically similar, their vectors end up close together, so mathematical measures like cosine similarity can compare their direction and proximity to estimate meaning.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What concepts should I learn alongside embeddings, like vector space models or dimensionality reduction?","Alongside embeddings, you should learn about the **vector space model** and **dimensionality reduction**.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do I get rid of the warning about model multi-qa-mpnet-base-dot-v1 being made on sentence-transformers v3.0.0 beta?,"To suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a way to suppress the sentence-transformers version warning when using multi-qa-mpnet-base-dot-v1?,"Yes — upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

That should suppress the warning for `multi-qa-mpnet-base-dot-v1`.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What package version do I need so that the multi-qa-mpnet-base-dot-v1 warning stops showing up?,"You need `sentence-transformers` version **3.0.0 or higher**.

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I just upgrade sentence-transformers to fix the beta warning for this model?,"Yes — for that warning, upgrading `sentence-transformers` to **3.0.0 or higher** is the fix.

Use:

```bash
pip install sentence-transformers>=3.0.0
```

So in this case, you don’t need a different workaround just to suppress that beta warning.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What command should I run to remove the warning about this model and sentence-transformers version?,"Run:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson use just `.dot(...)` for similarity instead of explicitly doing cosine similarity?,"Because the lesson assumed the embeddings were already normalized to unit length. In that case, the dot product is mathematically the same as cosine similarity, so `.dot(...)` is enough.

In the homework, the embeddings are not normalized by default, so you have to normalize them first if you want dot product to equal cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings from `model.encode(...)` already unit-length, so dot product works as cosine similarity?","Yes — in the context of this course, the embeddings returned by `model.encode(...)` are assumed to be unit-length, so the dot product can be used directly as cosine similarity.

That’s why the lesson could use `.dot(...)` without extra normalization. For the homework, this is also true for the provided `Embedder` model, which returns normalized vectors.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"In the homework, why do we need to normalize TF-IDF + SVD vectors before comparing them?","Because TF-IDF + SVD vectors are not normalized by default.  

If you compare them with a raw dot product, you’re not necessarily measuring cosine similarity. Normalizing each vector to unit length makes the dot product equal to cosine similarity, so the comparison is fair and based on direction rather than vector magnitude.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
What's the difference between using dot product on normalized embeddings and using it on regular embeddings?,"The difference is:

- **Normalized embeddings:** dot product equals **cosine similarity**.
  - Because both vectors have unit length, the vectors’ magnitudes don’t affect the result.
  - The score depends only on how aligned the vectors are.

- **Regular embeddings:** dot product is **not** cosine similarity.
  - The result is affected by both direction and vector length.
  - If you want cosine similarity, you must **normalize the vectors first**.

So in short:

- **Normalized vectors + dot product = cosine similarity**
- **Regular vectors + dot product = not cosine similarity unless normalized first**

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"If vectors are not normalized, does `.dot(...)` still mean cosine similarity or something else?","If the vectors are **not normalized**, then `.dot(...)` is **just the dot product**, **not** cosine similarity.

Cosine similarity only equals the dot product when both vectors are normalized to unit length. Otherwise, you’d need to normalize first to get cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Should I vectorize only the answer text, only the question, or both together for this retrieval task?","There’s no single right answer — it’s an experiment to run on your dataset.

The course suggests trying all three options:

- **Answer text only**
- **Question only**
- **Question + text together** — often the best, but a bit longer and slightly more costly

Pick the one that gives the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"For the course’s vector search, is it better to store embeddings from the question field or the answer field?","It’s not fixed — the course says to **experiment**.

You can try:
- **question only**
- **answer (`text`) only**
- **question + answer**

The course notes that **question + answer is often the best**, but the right choice depends on your dataset. The recommended way is to compare them on your ground-truth set and pick the one with the best **hit rate / MRR**.

","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"When building the index, does embedding question + text together usually work better than using just one of them?","Usually, yes — embedding `question + text` together often works best.

But the course says there’s **no single right answer**: it’s something you should **test on your dataset**. The three options are:

- **Text only**
- **Question only**
- **Question + text** — often best, but longer and slightly more expensive

Use whichever gives the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"How do I decide whether to embed only answers, only questions, or both in my dataset?","There's no single right answer — it depends on your dataset, so you should test all three options and pick the one with the best hit rate or MRR on your ground-truth set.

The course suggests comparing:

- **Answer only** (`text`) — good because the model can capture semantic similarity between a question and its answer.
- **Question only** — good when user queries are similar to the indexed questions.
- **Question + answer** (`question + "" "" + text`) — often works best, but is a bit longer and slightly more expensive.

So the practical rule is: **experiment and choose the embedding strategy that performs best on your evaluation set**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there a recommended embedding strategy for module 2, or do I need to test which one gets the best MRR on my data?","There isn’t a single recommended embedding strategy for Module 2. You should test the options on your own data and choose the one with the best hit rate / MRR on your ground-truth set.

The course suggests trying:
- embed the answer only
- embed the question only
- embed `question + "" "" + text`

Often `question + text` performs best, but it can be longer and slightly more expensive.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How do you explain cosine similarity in simple terms for comparing two text vectors?,"Cosine similarity is like asking: **“Are these two text vectors pointing in the same direction?”**

In simple terms:

- If two texts are about very similar things, their vectors point in a similar direction, so the cosine similarity is **close to 1**.
- If they are unrelated, the similarity is **close to 0**.
- If they are opposite, it can be **close to -1**.

It ignores how long the vectors are and focuses on the **angle between them**, which is why it’s useful for comparing text based on meaning or word patterns.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity used in text analysis instead of just comparing raw counts?,"Cosine similarity is used because it compares the **direction** of vectors rather than their raw size.

In text analysis, raw word counts can be misleading: a longer document may have bigger counts just because it has more words, not because it’s more similar in meaning. Cosine similarity removes that length effect and measures how closely two documents are aligned based on their content.

It’s especially useful when vectors are word counts or TF-IDF values, since it gives a similarity score between **-1 and 1**, where:
- **1** = very similar
- **0** = no similarity
- **-1** = opposite directions

So, cosine similarity is preferred because it captures **content similarity** without being dominated by document length.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean when cosine similarity is 1, 0, or -1 between two documents?","Cosine similarity values mean:

- **1**: the two documents are **identical in direction** — very similar content
- **0**: the documents are **orthogonal** — **no similarity**
- **-1**: the documents are **completely opposite** in direction

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How does the angle between two vectors relate to their similarity in vector search?,"The angle between two vectors is directly related to their similarity:

- **Smaller angle = more similar vectors**
- **Angle of 0°** means the vectors point in the same direction, so they are **maximally similar**
- **Angle of 90°** means they are orthogonal, so they have **no similarity**
- **Angle of 180°** means they point in opposite directions, so they are **completely dissimilar**

In vector search, this is captured by **cosine similarity**, which is the cosine of the angle between the vectors.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity be used only for document vectors, or for any non-zero vectors?","Cosine similarity can be used for **any two non-zero vectors**, not just document vectors. In text analysis, the vectors often represent documents, but the metric itself applies more generally.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
